Wn,Wp,Vout,Vin
4.85,3.55,0.899608,0.7190000000000005
4.85,3.95,0.9003979,0.7310000000000005
4.85,4.45,0.8991776,0.7450000000000006
4.9,1.05,0.8998926,0.6100000000000004
4.9,3.15,0.8991229,0.7050000000000005
4.9,3.65,0.8992807,0.7210000000000005
4.9,3.75,0.8997983,0.7240000000000005
4.9,3.85,0.8992459,0.7270000000000005
4.9,4.2,0.8994678,0.7370000000000005
4.9,4.65,0.9006938,0.7490000000000006
4.95,1,0.8992116,0.6060000000000004
4.95,1.45,0.8999697,0.6330000000000005
4.95,1.85,0.9002221,0.6530000000000005
4.95,2.05,0.9007577,0.6620000000000005
4.95,4.1,0.9007501,0.7330000000000005
5,1.2,0.9001728,0.6180000000000004
5,1.25,0.8996661,0.6210000000000004
5,1.7,0.900543,0.6450000000000005
5,2,0.8991774,0.6590000000000005
5,2.75,0.8991873,0.6890000000000005
5,3.4,0.9006412,0.7110000000000005
5,4.7,0.899451,0.7480000000000006
5,4.9,0.9000911,0.7530000000000006
